file_name,Text,Text_pure,Img_url,Position
RADComplete_July2008,"# TEXTUAL RECORDS WORKING GROUP

Chair

HYAM, Grace (1988-1991)

GARON, Louis (1988-1991)

MACNEIL, Heather (1988-1991)

BARR, Debra (1990-1991)

# GRAPHIC MATERIALS WORKING GROUP

Chair

STONE, Gerald (1988-1992)

CAMPBELL, Margaret (1988-1992)

CHALIFOUX, Jean-Pierre (1988-1992)

STAPLETON, Rick (1988-1992)","# TEXTUAL RECORDS WORKING GROUP

Chair

HYAM, Grace (1988-1991)

GARON, Louis (1988-1991)

MACNEIL, Heather (1988-1991)

BARR, Debra (1990-1991)

# GRAPHIC MATERIALS WORKING GROUP

Chair

STONE, Gerald (1988-1992)

CAMPBELL, Margaret (1988-1992)

CHALIFOUX, Jean-Pierre (1988-1992)

STAPLETON, Rick (1988-1992)",,RADComplete_July2008 > # WORKING GROUP ON DESCRIPTION AT THE FONDS LEVEL
RADComplete_July2008,"# CARTOGRAPHIC MATERIALS WORKING GROUP

Chair

ISAAC, Glen (1992-1995)

DOIRON, Allen (1992-1995)

PARKER, Velma (1992-1995)

# COMMITTEES AND WORKING GROUPS

# ARCHITECTURAL AND TECHNICAL DRAWINGS WORKING GROUP

BROWN, Marthe (1992-1995) DÉSAULNIERS, Robert (1992-1995) PARKER, Velma (1992-1995)

# MOVING IMAGES WORKING GROUP","# CARTOGRAPHIC MATERIALS WORKING GROUP

Chair

ISAAC, Glen (1992-1995)

DOIRON, Allen (1992-1995)

PARKER, Velma (1992-1995)

# COMMITTEES AND WORKING GROUPS

# ARCHITECTURAL AND TECHNICAL DRAWINGS WORKING GROUP

BROWN, Marthe (1992-1995) DÉSAULNIERS, Robert (1992-1995) PARKER, Velma (1992-1995)

# MOVING IMAGES WORKING GROUP",,RADComplete_July2008 > # GRAPHIC MATERIALS WORKING GROUP
RADComplete_July2008,"Chair HACKETT, Yvette (1988-1995)

PELLETIER, Antoine (1992-1995) TURNER, James (1988-1990) LA PIERRE, Diane (1992-1995) MATTISON, David (1988-1990) VON MIRBACH, Martin (1988-1990)

# SOUND RECORDINGS WORKING GROUP

Chair REIMER, Derek (1990-1995) SAULNIER, Carole (1988-1990)","Chair HACKETT, Yvette (1988-1995)

PELLETIER, Antoine (1992-1995) TURNER, James (1988-1990) LA PIERRE, Diane (1992-1995) MATTISON, David (1988-1990) VON MIRBACH, Martin (1988-1990)

# SOUND RECORDINGS WORKING GROUP

Chair REIMER, Derek (1990-1995) SAULNIER, Carole (1988-1990)",,RADComplete_July2008 > # MOVING IMAGES WORKING GROUP
RADComplete_July2008,"CYR, Suzanne (1992-1995) VACHON, Carolyn (1992-1995) LOCHEAD, Richard (1988-1990) MENDLE, Dido (1988-1990) REIMER, Derek (1988-1995)

# RECORDS IN ELECTRONIC FORM

Chair RUUS, Laine (1992-1996)

LÉVESQUE, Michel (1992-1996) LOVERING, Cynthia (1992-1996) PIOVESAN, Walter (1992-1996)

# COMMITTEES AND WORKING GROUPS","CYR, Suzanne (1992-1995) VACHON, Carolyn (1992-1995) LOCHEAD, Richard (1988-1990) MENDLE, Dido (1988-1990) REIMER, Derek (1988-1995)

# RECORDS IN ELECTRONIC FORM

Chair RUUS, Laine (1992-1996)

LÉVESQUE, Michel (1992-1996) LOVERING, Cynthia (1992-1996) PIOVESAN, Walter (1992-1996)

# COMMITTEES AND WORKING GROUPS",,RADComplete_July2008 > # SOUND RECORDINGS WORKING GROUP
RADComplete_July2008,"# CHOICE OF ACCESS POINTS WORKING GROUP

Chair

WILSON, Ruth Dyck (1989-1996)

DUFF, Wendy (1988-1989)

CHAMPAGNE, Michel (1988-1996)

CAMPBELL, Isabel (1989-1996)

CASTONGUAY, Denis (1989-1996)

HOAD, Linda (1989-1996)

HAWORTH, Kent M. (1988-1989)

STIBBE, Hugo L.P. (1988-1989)

# SUBJECT INDEXING WORKING GROUP","# CHOICE OF ACCESS POINTS WORKING GROUP

Chair

WILSON, Ruth Dyck (1989-1996)

DUFF, Wendy (1988-1989)

CHAMPAGNE, Michel (1988-1996)

CAMPBELL, Isabel (1989-1996)

CASTONGUAY, Denis (1989-1996)

HOAD, Linda (1989-1996)

HAWORTH, Kent M. (1988-1989)

STIBBE, Hugo L.P. (1988-1989)

# SUBJECT INDEXING WORKING GROUP",,RADComplete_July2008 > # COMMITTEES AND WORKING GROUPS
RADComplete_July2008,"BERTRAND-GASTALDY, Suzanne (1988-1992)

CHABOT, Victorin (1988-1992)

DUFF, Wendy (1988-1992)

DYKSTRA, Mary (1988-1992)

MACNEIL, Heather (1989-1992)

CHAMBERLAIN, David (1988-1989)

CANADIAN COUNCIL OF ARCHIVES

CANADIAN COMMITTEE ON ARCHIVAL DESCRIPTION

Chair

WATSON, Sharry (2007- )

BILLINTON, Steven (2006-2007)

ROBERT, Mario (2003-2006)","BERTRAND-GASTALDY, Suzanne (1988-1992)

CHABOT, Victorin (1988-1992)

DUFF, Wendy (1988-1992)

DYKSTRA, Mary (1988-1992)

MACNEIL, Heather (1989-1992)

CHAMBERLAIN, David (1988-1989)

CANADIAN COUNCIL OF ARCHIVES

CANADIAN COMMITTEE ON ARCHIVAL DESCRIPTION

Chair

WATSON, Sharry (2007- )

BILLINTON, Steven (2006-2007)

ROBERT, Mario (2003-2006)",,RADComplete_July2008 > # SUBJECT INDEXING WORKING GROUP (part 1)
RADComplete_July2008,"KRAWCZYK, Bob (2001-2002)

DUFF, Wendy (1996-2001)

BILLINTON, Steven (2003-2005)

CADIEUX, Hélène (2001-2006)

CARTIER, François (2007- )

DOIRON, Allen (2003-2006)

HACKETT, Yvette (1996-1998)

HUTCHINSON, Tim (1997-2008)

KRAWCZYK, Bob (1999-2002)

LACASSE, Marc (2000-2000)

MACNEIL, Heather (1996-1998)

MAUREL, Dominique (1998-2001)","KRAWCZYK, Bob (2001-2002)

DUFF, Wendy (1996-2001)

BILLINTON, Steven (2003-2005)

CADIEUX, Hélène (2001-2006)

CARTIER, François (2007- )

DOIRON, Allen (2003-2006)

HACKETT, Yvette (1996-1998)

HUTCHINSON, Tim (1997-2008)

KRAWCZYK, Bob (1999-2002)

LACASSE, Marc (2000-2000)

MACNEIL, Heather (1996-1998)

MAUREL, Dominique (1998-2001)",,RADComplete_July2008 > # SUBJECT INDEXING WORKING GROUP (part 2)
RADComplete_July2008,"McMASTER, Janet (2003-2006)

PAGÉ, Lucie (2000- 2002)

ROBERT, Mario (1998-2002)

SAULNIER, Carole (1996-1998)

WARSABA, Paula (2007- )

WATSON, Sharry (2006- )

YORK, Lois (1996-1996)

Corresponding members

DANCY, Richard (2007- )

ROBERT, Mario (2006- )

ASSOCIATION DES ARCHIVISTES DU QUÉBEC

Representatives

CADIEUX, Hélène (2000-2001)","McMASTER, Janet (2003-2006)

PAGÉ, Lucie (2000- 2002)

ROBERT, Mario (1998-2002)

SAULNIER, Carole (1996-1998)

WARSABA, Paula (2007- )

WATSON, Sharry (2006- )

YORK, Lois (1996-1996)

Corresponding members

DANCY, Richard (2007- )

ROBERT, Mario (2006- )

ASSOCIATION DES ARCHIVISTES DU QUÉBEC

Representatives

CADIEUX, Hélène (2000-2001)",,RADComplete_July2008 > # SUBJECT INDEXING WORKING GROUP (part 3)
RADComplete_July2008,"CARTIER, François (2007- )

DOIRON, Allen (2003-2006)

MAUREL, Dominique (2002-2002)

ASSOCIATION OF CANADIAN ARCHIVISTS

Representative

HUTCHINSON, Tim (2001-2008)

VAN BALLEGOOIE, Marlene (2000-2003)

Project Managers

ALAIN, Isabelle (2002 - )

MARLEAU, Debbie (2001-2002)

MINIGGIO, Mireille (1996-2001)

NATIONAL ARCHIVES OF CANADA

Observer","CARTIER, François (2007- )

DOIRON, Allen (2003-2006)

MAUREL, Dominique (2002-2002)

ASSOCIATION OF CANADIAN ARCHIVISTS

Representative

HUTCHINSON, Tim (2001-2008)

VAN BALLEGOOIE, Marlene (2000-2003)

Project Managers

ALAIN, Isabelle (2002 - )

MARLEAU, Debbie (2001-2002)

MINIGGIO, Mireille (1996-2001)

NATIONAL ARCHIVES OF CANADA

Observer",,RADComplete_July2008 > # SUBJECT INDEXING WORKING GROUP (part 4)
RADComplete_July2008,"STONE, Gerald (1999-2005)

LIBRARY AND ARCHIVES CANADA

Representative

STONE, Gerald (2006-2008)

MORGAN, Hilary (2008- )

NATIONAL ARCHIVES OF CANADA

INDEX

STIBBE, Hugo L.P.

MAUREL, Dominique

RECORDS IN ELECTRONIC FORM

HACKETT, Yvette

PAQUET, Lucie

PARKER, Velma

OBJECTS

PARKER, Velma

WEBSTER, Caitlin

PHILATELIC RECORDS","STONE, Gerald (1999-2005)

LIBRARY AND ARCHIVES CANADA

Representative

STONE, Gerald (2006-2008)

MORGAN, Hilary (2008- )

NATIONAL ARCHIVES OF CANADA

INDEX

STIBBE, Hugo L.P.

MAUREL, Dominique

RECORDS IN ELECTRONIC FORM

HACKETT, Yvette

PAQUET, Lucie

PARKER, Velma

OBJECTS

PARKER, Velma

WEBSTER, Caitlin

PHILATELIC RECORDS",,RADComplete_July2008 > # SUBJECT INDEXING WORKING GROUP (part 5)
RADComplete_July2008,"DEVEY, Margaret

LIBRARY AND ARCHIVES CANADA

DISCRETE ITEMS

MORGAN, Hilary

# FOREWORDThe Bureau of Canadian Archivisits is pleased to endorse Rules for Archival Description for use by Canadian archivists. RAD establishes for the first time a national set of rules for the description of archives, a goal the profession has sought for so many years.","DEVEY, Margaret

LIBRARY AND ARCHIVES CANADA

DISCRETE ITEMS

MORGAN, Hilary

# FOREWORDThe Bureau of Canadian Archivisits is pleased to endorse Rules for Archival Description for use by Canadian archivists. RAD establishes for the first time a national set of rules for the description of archives, a goal the profession has sought for so many years.",,RADComplete_July2008 > # SUBJECT INDEXING WORKING GROUP (part 6)
RADComplete_July2008,Standards are not new to the work of archivists. Technical standards have existed for some time in the field of archival conservation. Records management guidelines have resulted in a more coherent and consistent approach to information management. Now the profession has a set of rules that will enable archival institutions to produce more uniform,Standards are not new to the work of archivists. Technical standards have existed for some time in the field of archival conservation. Records management guidelines have resulted in a more coherent and consistent approach to information management. Now the profession has a set of rules that will enable archival institutions to produce more uniform,,"RADComplete_July2008 > # FOREWORDThe Bureau of Canadian Archivisits is pleased to endorse Rules for Archival Description for use by Canadian archivists. RAD establishes for the first time a national set of rules for the description of archives, a goal the profession has sought for so many years. (part 1)"
RADComplete_July2008,"descriptions of their holdings.Descriptive standards are important for several reasons, not the least of which is improved service to our users, who stand to benefit the most from their implementation. Applying agreed upon standards to our descriptive practices will facilitate the exchange of information between archives at the local, national, and international level.","descriptions of their holdings.Descriptive standards are important for several reasons, not the least of which is improved service to our users, who stand to benefit the most from their implementation. Applying agreed upon standards to our descriptive practices will facilitate the exchange of information between archives at the local, national, and international level.",,"RADComplete_July2008 > # FOREWORDThe Bureau of Canadian Archivisits is pleased to endorse Rules for Archival Description for use by Canadian archivists. RAD establishes for the first time a national set of rules for the description of archives, a goal the profession has sought for so many years. (part 2)"
RADComplete_July2008,"The Bureau of Canadian Archivists is committed to the ongoing development, use, and maintenance of RAD, in cooperation with the Canadian Council of Archives.

André Martineau,

Secretary General

Bureau of Canadian Archivists

# PREFACE TO THE 2008 REVISION","The Bureau of Canadian Archivists is committed to the ongoing development, use, and maintenance of RAD, in cooperation with the Canadian Council of Archives.

André Martineau,

Secretary General

Bureau of Canadian Archivists

# PREFACE TO THE 2008 REVISION",,"RADComplete_July2008 > # FOREWORDThe Bureau of Canadian Archivisits is pleased to endorse Rules for Archival Description for use by Canadian archivists. RAD establishes for the first time a national set of rules for the description of archives, a goal the profession has sought for so many years. (part 3)"
RADComplete_July2008,"Nearly twenty years have passed since Kent Haworth’s extensive preface to the first edition of Rules for Archival Description (RAD) in 1990. Over this period Canadian institutions and the archival profession have made a significant investment in RAD, resulting in increased standardization of archival descriptions and improved access by users to","Nearly twenty years have passed since Kent Haworth’s extensive preface to the first edition of Rules for Archival Description (RAD) in 1990. Over this period Canadian institutions and the archival profession have made a significant investment in RAD, resulting in increased standardization of archival descriptions and improved access by users to",,RADComplete_July2008 > # PREFACE TO THE 2008 REVISION (part 1)
RADComplete_July2008,"archival holdings.The initial publication and subsequent implementation of RAD reflects the substantial effort of the members of the Bureau of Canadian Archivists’ (BCA) Planning Committee on Descriptive Standards. Today Archives Canada, the national archival database network, aggregates more than 55,000 RAD-compliant fonds and collection-level descriptions,","archival holdings.The initial publication and subsequent implementation of RAD reflects the substantial effort of the members of the Bureau of Canadian Archivists’ (BCA) Planning Committee on Descriptive Standards. Today Archives Canada, the national archival database network, aggregates more than 55,000 RAD-compliant fonds and collection-level descriptions,",,RADComplete_July2008 > # PREFACE TO THE 2008 REVISION (part 2)
RADComplete_July2008,"promoting the discovery of, and access to, archival material held in Canadian repositories. Following the development of RAD, the Canadian Council of Archives (CCA) charged a committee of experts with monitoring and promoting issues related to archival descriptive standards within the context of the Canadian archival system. Established in 1996,","promoting the discovery of, and access to, archival material held in Canadian repositories. Following the development of RAD, the Canadian Council of Archives (CCA) charged a committee of experts with monitoring and promoting issues related to archival descriptive standards within the context of the Canadian archival system. Established in 1996,",,RADComplete_July2008 > # PREFACE TO THE 2008 REVISION (part 3)
RADComplete_July2008,"the Canadian Committee on Archival Description (CCAD) is responsible for the continuing maintenance, review, interpretation, and revision of RAD.","the Canadian Committee on Archival Description (CCAD) is responsible for the continuing maintenance, review, interpretation, and revision of RAD.",,RADComplete_July2008 > # PREFACE TO THE 2008 REVISION (part 4)
RADComplete_July2008,"Maintaining and updating RAD represents a significant effort. Since 1990, and in collaboration with the Canadian archival community, the standard has been enriched by regular rule revisions as well as the addition of an index and several chapters that provide guidance on the description of specific media.","Maintaining and updating RAD represents a significant effort. Since 1990, and in collaboration with the Canadian archival community, the standard has been enriched by regular rule revisions as well as the addition of an index and several chapters that provide guidance on the description of specific media.",,RADComplete_July2008 > # PREFACE TO THE 2008 REVISION (part 5)
RADComplete_July2008,"In 2001, the Canada-U.S. Task Force on Archival Description (CUSTARD) was initiated to explore the potential for harmonizing archival descriptive standards within North America. At the time, the initiative revealed what were felt to be significant divergences in approach between Canadian and U.S. practice. At the conclusion of CUSTARD in 2003 a","In 2001, the Canada-U.S. Task Force on Archival Description (CUSTARD) was initiated to explore the potential for harmonizing archival descriptive standards within North America. At the time, the initiative revealed what were felt to be significant divergences in approach between Canadian and U.S. practice. At the conclusion of CUSTARD in 2003 a",,RADComplete_July2008 > # PREFACE TO THE 2008 REVISION (part 6)
RADComplete_July2008,"collaborative draft document formed the basis for the U.S. standard, Describing Archives: A Content Standard (DACS), and a comprehensive revision of the Canadian standard referred to as draft RAD2.","collaborative draft document formed the basis for the U.S. standard, Describing Archives: A Content Standard (DACS), and a comprehensive revision of the Canadian standard referred to as draft RAD2.",,RADComplete_July2008 > # PREFACE TO THE 2008 REVISION (part 7)
RADComplete_July2008,"Over the course of 2004 there was comprehensive consultation on the draft RAD2 document. Not unlike the CUSTARD project, this consultative process revealed widely divergent opinions from within the Canadian archival community. Following a careful review of feedback received, CCAD put forward to the CCA a number of options for proceeding with the","Over the course of 2004 there was comprehensive consultation on the draft RAD2 document. Not unlike the CUSTARD project, this consultative process revealed widely divergent opinions from within the Canadian archival community. Following a careful review of feedback received, CCAD put forward to the CCA a number of options for proceeding with the",,RADComplete_July2008 > # PREFACE TO THE 2008 REVISION (part 8)
RADComplete_July2008,development of RAD. The approved option saw the Committee move forward to draft a series of revisions to RAD based on those aspects of draft RAD2 that received the most consensus from the Canadian archival community.,development of RAD. The approved option saw the Committee move forward to draft a series of revisions to RAD based on those aspects of draft RAD2 that received the most consensus from the Canadian archival community.,,RADComplete_July2008 > # PREFACE TO THE 2008 REVISION (part 9)
RADComplete_July2008,"The 2008 revision to RAD is the result of this effort, and reflects the responsibility of CCAD to directly respond to needs expressed by the Canadian archival community. The revision sees the addition of a number of rules as well as a new chapter. The revision means to make the standard more flexible and reflective of the range of descriptive","The 2008 revision to RAD is the result of this effort, and reflects the responsibility of CCAD to directly respond to needs expressed by the Canadian archival community. The revision sees the addition of a number of rules as well as a new chapter. The revision means to make the standard more flexible and reflective of the range of descriptive",,RADComplete_July2008 > # PREFACE TO THE 2008 REVISION (part 10)
RADComplete_July2008,"practice in Canadian archives. For example, RAD now includes rules that provide guidance for those approaches where the series constitutes the highest level of description. These rules make the standard more permissive, and will ultimately allow more Canadian institutions to participate in the national archival database.","practice in Canadian archives. For example, RAD now includes rules that provide guidance for those approaches where the series constitutes the highest level of description. These rules make the standard more permissive, and will ultimately allow more Canadian institutions to participate in the national archival database.",,RADComplete_July2008 > # PREFACE TO THE 2008 REVISION (part 11)
RADComplete_July2008,The revision also includes rules that guide the description of collections and discrete items. Archival material varies with respect to provenance. Rules have been added to provide guidance for the description of collections of material assembled on the basis of a common characteristic. A new chapter includes rules for the description of discrete,The revision also includes rules that guide the description of collections and discrete items. Archival material varies with respect to provenance. Rules have been added to provide guidance for the description of collections of material assembled on the basis of a common characteristic. A new chapter includes rules for the description of discrete,,RADComplete_July2008 > # PREFACE TO THE 2008 REVISION (part 12)
RADComplete_July2008,items that do not form part of a larger body of materials. The addition of these rules will support archivists to consistently describe the range of material that make up the holdings of Canadian archival repositories.,items that do not form part of a larger body of materials. The addition of these rules will support archivists to consistently describe the range of material that make up the holdings of Canadian archival repositories.,,RADComplete_July2008 > # PREFACE TO THE 2008 REVISION (part 13)
RADComplete_July2008,"Finally, CCAD is very pleased that the 2008 revision incorporates a Statement of Principles. The principles serve as a conceptual framework for the standard that represents a contemporary approach to archival description. They mean to guide descriptive practice and inform the evolution of standardization in Canada. The sum of the changes","Finally, CCAD is very pleased that the 2008 revision incorporates a Statement of Principles. The principles serve as a conceptual framework for the standard that represents a contemporary approach to archival description. They mean to guide descriptive practice and inform the evolution of standardization in Canada. The sum of the changes",,RADComplete_July2008 > # PREFACE TO THE 2008 REVISION (part 14)
RADComplete_July2008,"implemented in the 2008 revision allow archivists and institutions greater flexibility, latitude and the exercise of judgement in describing archival materials, while at the same time firmly grounding practice within a framework of explicit principles.","implemented in the 2008 revision allow archivists and institutions greater flexibility, latitude and the exercise of judgement in describing archival materials, while at the same time firmly grounding practice within a framework of explicit principles.",,RADComplete_July2008 > # PREFACE TO THE 2008 REVISION (part 15)
RADComplete_July2008,"The 1990 publication of RAD represented a substantial and cooperative effort by the Planning Committee on Descriptive Standards. The 2008 revision to RAD reflects ongoing dialogue by the Canadian profession on the nature and evolution of contemporary descriptive practice. As a national archival descriptive standard, RAD continues to require the","The 1990 publication of RAD represented a substantial and cooperative effort by the Planning Committee on Descriptive Standards. The 2008 revision to RAD reflects ongoing dialogue by the Canadian profession on the nature and evolution of contemporary descriptive practice. As a national archival descriptive standard, RAD continues to require the",,RADComplete_July2008 > # PREFACE TO THE 2008 REVISION (part 16)
RADComplete_July2008,"input of, and feedback from, the archival professional community. In addition to identifying areas of consensus, recent community consultations also revealed a number of areas with greater divergence of opinion. These points of divergence will form the basis for future discussion, consultation and revision of the national descriptive standard.","input of, and feedback from, the archival professional community. In addition to identifying areas of consensus, recent community consultations also revealed a number of areas with greater divergence of opinion. These points of divergence will form the basis for future discussion, consultation and revision of the national descriptive standard.",,RADComplete_July2008 > # PREFACE TO THE 2008 REVISION (part 17)
RADComplete_July2008,"Sharry Watson

Canadian Committee on Archival Description

# PREFACE TO THE 1990 EDITIONAnd if the Archivist is here provided with a general guide rather than a detailed set of rules at least we should be sure that no theories are enunciated which are not applicable to archive work in any country, nor on the other hand any first principles omitted. In most sciences and arts it will be found that special cases can be satisfactorily","Sharry Watson

Canadian Committee on Archival Description

# PREFACE TO THE 1990 EDITIONAnd if the Archivist is here provided with a general guide rather than a detailed set of rules at least we should be sure that no theories are enunciated which are not applicable to archive work in any country, nor on the other hand any first principles omitted. In most sciences and arts it will be found that special cases can be satisfactorily",,RADComplete_July2008 > # PREFACE TO THE 2008 REVISION (part 18)
RADComplete_July2008,met by any one who combines a sound theory with ordinary common sense and both with practical experience. It is that combination that we wish to commend to the Archivist.1,met by any one who combines a sound theory with ordinary common sense and both with practical experience. It is that combination that we wish to commend to the Archivist.1,,"RADComplete_July2008 > # PREFACE TO THE 1990 EDITIONAnd if the Archivist is here provided with a general guide rather than a detailed set of rules at least we should be sure that no theories are enunciated which are not applicable to archive work in any country, nor on the other hand any first principles omitted. In most sciences and arts it will be found that special cases can be satisfactorily (part 1)"
